Codul SIRUTA;Denumire UAT;Populatia UAT;Nr. max. posturi cf. pct. 1 din anexa la O.U.G nr. 63/2010;Reducere cu 40% nr. max posturi;Reducere cu 45% nr. max posturi;Posturi pt. evidența populației;Posturi pt. poliţia locală;1 post poliție la 1200 locuitori;Posturi pt. implementare proiecte europene;Posturi pt. șoferi microbuze şcolare;Posturi pt. postimplementare proiecte europene;TOTAL ACTUAL;TOTAL CU REDUCERE 40%;TOTAL CU REDUCERE 45%;POSTURI OCUPATE;Diferență reducere 40% vs. posturi ocupate;Diferență reducere 45% vs. posturi ocupate
27007;Vaşcău;2090;31;19;17;0;0;0;5;0;1;37;25;23;26;-1;-3
27070;Abram;2876;22;13;12;0;0;0;5;1;0;28;19;18;19;0;-1
27169;Petreu (fostă Abrămuţ);3077;22;13;12;0;0;0;5;0;0;27;18;17;18;0;-1
27212;Auşeu;2829;22;13;12;0;0;0;5;0;7;34;25;24;11;14;13
27285;Avram Iancu;3385;23;14;13;0;0;0;0;0;0;23;14;13;19;-5;-6
27329;Balc;3140;23;14;13;0;0;0;5;0;0;28;19;18;19;0;-1
27383;Batăr;5732;32;19;18;0;0;0;8;0;0;40;27;26;22;5;4
27436;Biharia;4762;31;19;17;3;0;0;8;1;0;43;31;29;19;12;10
27506;Boianu Mare;1192;16;10;9;0;0;0;0;0;3;19;13;12;11;2;1
27560;Borod;3816;26;16;14;0;0;0;5;1;2;34;24;22;18;6;4
27631;Borş;4501;30;18;17;3;0;0;5;1;3;42;30;29;30;0;-2
27686;Bratca;4509;30;18;17;0;5;4;5;1;10;51;38;36;24;14;12
27757;Brusturi;3278;25;15;14;0;0;0;3;1;0;29;19;18;14;5;4
27846;Budureasa;2694;22;13;12;0;0;0;5;0;0;27;18;17;15;3;2
27908;Buduslău;1998;18;11;10;0;0;0;8;0;0;26;19;18;14;5;4
27935;Bulz;1983;18;11;10;0;0;0;0;1;15;34;27;26;14;13;12
27971;Bunteşti;4147;30;18;17;0;0;0;0;0;0;30;18;17;18;0;-2
28077;Căbeşti;1695;17;10;9;0;0;0;5;0;0;22;15;14;5;10;9
28139;Căpâlna;1318;16;10;9;0;0;0;0;0;1;17;11;10;12;-1;-2
28193;Cărpinet;1706;17;10;9;0;0;0;0;1;1;19;12;11;10;2;1
28246;Cefa;2329;20;12;11;0;0;0;8;1;0;29;21;20;11;10;9
28335;Ceica;3351;25;15;14;3;0;0;0;1;0;29;19;18;22;-3;-4
28415;Cetariu;2149;19;11;10;0;0;0;5;0;2;26;18;17;15;3;2
28497;Cherechiu;2441;21;13;12;0;0;0;8;1;1;31;23;22;20;3;2
28530;Chişlaz;3093;22;13;12;0;0;0;5;1;11;39;30;29;15;15;14
28610;Sâniob;2256;20;12;11;3;0;0;0;1;2;26;18;17;17;1;0
28665;Ciumeghiu;4634;30;18;17;0;0;0;8;1;0;39;27;26;19;8;7
28709;Câmpani;2200;21;13;12;0;0;0;0;0;2;23;15;14;13;2;1
28763;Cociuba Mare;2753;22;13;12;0;0;0;10;1;0;33;24;23;15;9;8
28816;Copăcel;2000;19;11;10;0;0;0;5;0;0;24;16;15;15;1;0
28889;Criştioru De Jos;1180;16;10;9;0;0;0;0;0;0;16;10;9;9;1;0
28941;Curăţele;2318;21;13;12;0;0;0;8;0;0;29;21;20;15;6;5
29001;Curtuişeni;3845;26;16;14;0;0;0;5;0;0;31;21;19;21;0;-2
29038;Derna;2304;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
29092;Diosig;7090;40;24;22;3;0;0;10;1;5;59;43;41;38;5;3
29154;Dobreşti;5323;31;19;17;0;0;0;0;1;0;32;20;18;26;-6;-8
29243;Drăgăneşti;2884;22;13;12;0;0;0;10;0;0;32;23;22;13;10;9
29341;Drăgeşti;2772;22;13;12;0;0;0;8;0;0;30;21;20;11;10;9
29403;Finiş;3632;25;15;14;0;0;0;8;1;1;35;25;24;13;12;11
29467;Girişu De Criş;4019;27;16;15;3;4;3;5;1;5;45;34;32;25;9;7
29519;Hidişelu De Sus;3168;22;13;12;0;0;0;5;1;0;28;19;18;15;4;3
29573;Holod;3199;23;14;13;3;0;0;5;1;0;32;23;22;19;4;3
29662;Husasău De Tinca;2507;21;13;12;0;0;0;0;1;0;22;14;13;19;-5;-6
29724;Ineu;5237;30;18;17;0;0;0;5;1;0;36;24;23;12;12;11
29760;Lazuri De Beiuş;1502;17;10;9;0;0;0;0;0;0;17;10;9;13;-3;-4
29813;Lăzăreni;3510;23;14;13;0;0;0;8;1;6;38;29;28;16;13;12
29902;Lugaşu De Jos;3705;25;15;14;3;4;3;8;1;7;48;37;36;23;14;13
29948;Lunca;2579;22;13;12;0;0;0;0;0;0;22;13;12;15;-2;-3
30014;Mădăras;2884;22;13;12;0;0;0;8;1;2;33;24;23;15;9;8
30069;Măgeşti;2584;22;13;12;0;0;0;0;0;0;22;13;12;14;-1;-2
30149;Nojorid;7377;41;25;23;0;0;0;10;0;0;51;35;33;27;8;6
30229;Olcea;2689;22;13;12;0;0;0;5;0;0;27;18;17;15;3;2
30274;Oşorhei;8123;43;26;24;0;8;7;10;1;5;67;49;46;44;5;2
30336;Pietroasa;2993;22;13;12;0;0;0;8;1;0;31;22;21;18;4;3
30416;Pocola;1387;16;10;9;0;0;0;0;1;0;17;11;10;12;-1;-2
30470;Pomezeu;2457;22;13;12;0;0;0;0;0;0;22;13;12;20;-7;-8
30568;Popeşti;7408;43;26;24;0;7;6;8;1;0;59;41;39;37;4;2
30648;Răbăgani;1948;17;10;9;0;0;0;5;1;0;23;16;15;13;3;2
30719;Remetea;2841;22;13;12;0;0;0;8;1;0;31;22;21;18;4;3
30773;Rieni;3040;22;13;12;0;0;0;10;0;0;32;23;22;15;8;7
30844;Roşia;2287;21;13;12;0;0;0;8;1;13;43;35;34;25;10;9
30871;Săcădat;1853;17;10;9;3;0;0;5;1;0;26;19;18;17;2;1
30915;Săcueni;12337;96;58;53;3;0;0;10;1;18;128;90;85;83;7;2
30988;Sălacea;3029;22;13;12;0;0;0;8;1;5;36;27;26;20;7;6
31011;Sălard;4582;30;18;17;3;0;0;8;1;2;44;32;31;21;11;10
31057;Sâmbăta;1288;16;10;9;0;0;0;5;1;1;23;17;16;10;7;6
31128;Sârbi;2300;22;13;12;0;0;0;5;0;1;28;19;18;16;3;2
31208;Spinuş;1097;15;9;8;0;0;0;8;1;0;24;18;17;13;5;4
31262;Suplacu De Barcău;4241;30;18;17;0;0;0;3;0;0;33;21;20;21;0;-2
31333;Şimian;3949;27;16;15;0;0;0;5;0;0;32;21;20;20;1;0
31379;Şinteu;1042;14;8;8;0;0;0;5;1;3;23;17;17;10;7;7
31422;Şoimi;2357;22;13;12;0;0;0;3;0;0;25;16;15;17;-1;-2
31510;Şuncuiuş;2901;22;13;12;3;0;0;8;0;0;33;24;23;20;4;3
31565;Tarcea;2604;22;13;12;0;0;0;8;0;0;30;21;20;14;7;6
31609;Tărcaia;1881;18;11;10;0;0;0;8;0;0;26;19;18;12;7;6
31654;Tăuteu;4429;30;18;17;0;0;0;8;1;11;50;38;37;28;10;9
31716;Tileagd;6798;40;24;22;3;0;0;5;0;0;48;32;30;19;13;11
31789;Tinca;8152;43;26;24;3;0;0;8;1;0;55;38;36;29;9;7
31841;Tulca;2732;22;13;12;0;0;0;5;1;0;28;19;18;14;5;4
31878;Ţeţchea;3267;22;13;12;0;0;0;8;1;0;31;22;21;18;4;3
31921;Uileacu De Beiuş;1835;18;11;10;0;0;0;0;1;0;19;12;11;15;-3;-4
31976;Vadu Crişului;3884;27;16;15;3;0;0;8;1;1;40;29;28;25;4;3
32027;Valea Lui Mihai;10428;84;50;46;3;0;0;10;1;0;98;64;60;55;9;5
32045;Viişoara;1277;16;10;9;0;0;0;3;0;0;19;13;12;11;2;1
32090;Vârciorog;1861;19;11;10;0;0;0;0;1;0;20;12;11;9;3;2
32153;Tămăşeu;2084;18;11;10;0;0;0;8;1;0;27;20;19;10;10;9
32161;Paleu;3805;25;15;14;0;4;3;5;1;0;35;24;23;30;-6;-7
32179;Sânnicolau Român;2364;20;12;11;0;0;0;10;1;0;31;23;22;11;12;11
32187;Roşiori;2843;22;13;12;0;0;0;0;0;0;22;13;12;14;-1;-2
32195;Gepiu;2108;18;11;10;0;0;0;8;1;5;32;25;24;14;11;10
32201;Toboliu;2124;20;12;11;0;0;0;8;0;0;28;20;19;15;5;4
65;CJ Bistriţa-Năsăud;323634;329;197;181;22;0;0;10;0;8;369;237;221;302;-65;-81
32394;Bistriţa;94569;518;311;285;25;95;79;10;0;83;731;508;482;535;-27;-53
32483;Beclean;12174;86;52;47;7;12;10;10;1;101;217;181;176;110;71;66
32544;Năsăud;11200;80;48;44;11;12;9;10;0;6;119;84;80;74;10;6
32599;Sângeorz-Băi;12208;85;51;47;5;0;0;10;0;0;100;66;62;84;-18;-22
32633;Bistriţa Bârgăului;4385;27;16;15;0;0;0;8;1;0;36;25;24;25;0;-1
32660;Braniştea;2865;20;12;11;0;0;0;3;0;0;23;15;14;16;-1;-2
32704;Budacu De Jos;3440;21;13;12;0;0;0;8;2;2;33;25;24;19;6;5
32768;Budeşti;1740;15;9;8;0;0;0;5;0;0;20;14;13;12;2;1
32811;Căianu Mic;4185;25;15;14;0;4;3;8;1;0;38;27;26;18;9;8
32884;Cetate;3099;20;12;11;0;0;0;3;2;0;25;17;16;17;0;-1
32955;Ciceu-Giurgeşti;1351;15;9;8;0;0;0;5;0;0;20;14;13;10;4;3
33015;Chiochiş;2604;20;12;11;0;0;0;8;2;5;35;27;26;16;11;10
33122;Chiuza;2199;17;10;9;0;0;0;0;1;1;19;12;11;15;-3;-4
33177;Coşbuc;1927;15;9;8;0;0;0;2;1;0;18;12;11;11;1;0
33202;Dumitra;5833;29;17;16;0;0;0;8;0;0;37;25;24;20;5;4
33248;Feldru;7718;39;23;21;0;0;0;5;0;1;45;29;27;30;-1;-3
33275;Galaţii Bistriţei;2455;20;12;11;0;0;0;5;0;0;25;17;16;15;2;1
33337;Ilva Mare;2385;19;11;10;0;0;0;8;0;0;27;19;18;15;4;3
33364;Ilva Mică;3298;20;12;11;0;0;0;8;0;2;30;22;21;17;5;4
33382;Josenii Bârgăului;5338;27;16;15;0;5;4;5;2;0;39;28;26;24;4;2
33435;Lechinţa;6099;32;19;18;0;0;0;3;1;0;36;23;22;24;-1;-2
33514;Leşu;2822;20;12;11;0;0;0;5;2;0;27;19;18;12;7;6
33541;Livezile;5187;27;16;15;3;0;0;5;1;2;38;27;26;23;4;3
33603;Lunca Ilvei;3216;20;12;11;0;0;0;5;2;0;27;19;18;19;0;-1
33621;Maieru;8221;39;23;21;0;2;7;8;1;2;52;41;39;33;8;6
33658;Matei;2351;20;12;11;0;0;0;0;0;0;20;12;11;16;-4;-5
33729;Măgura Ilvei;2023;15;9;8;0;0;0;2;1;0;18;12;11;13;-1;-2
33765;Mărişelu;2495;20;12;11;0;0;0;5;2;0;27;19;18;15;4;3
33845;Miceştii De Câmpie;973;12;7;7;0;0;0;5;0;0;17;12;12;13;-1;-1
33881;Milaş;1153;14;8;8;0;0;0;3;0;0;17;11;11;10;1;1
33952;Monor;1262;14;8;8;0;0;0;5;0;0;19;13;13;13;0;0
33989;Nimigea;5327;27;16;15;0;5;4;5;0;1;38;27;25;19;8;6
34075;Nuşeni;2667;20;12;11;0;0;0;5;2;0;27;19;18;13;6;5
34155;Parva;2545;20;12;11;0;0;0;8;0;2;30;22;21;9;13;12
34173;Petru Rareş;3636;23;14;13;0;0;0;5;0;0;28;19;18;12;7;6
34235;Prundu Bârgăului;6291;32;19;18;3;6;5;10;1;1;53;39;38;36;3;2
34262;Rebra;2724;20;12;11;0;0;0;5;2;0;27;19;18;14;5;4
34280;Rebrişoara;4710;27;16;15;0;0;0;5;2;1;35;24;23;17;7;6
34333;Rodna;6188;32;19;18;0;6;5;8;2;0;48;34;33;28;6;5
34360;Romuli;1780;15;9;8;0;2;1;5;2;2;26;19;19;18;1;1
34397;Salva;2624;20;12;11;0;0;0;5;1;0;26;18;17;16;2;1
34422;Silivaşu De Câmpie;869;12;7;7;0;0;0;8;1;0;21;16;16;7;9;9
34477;Sânmihaiu De Câmpie;1261;15;9;8;0;0;0;8;0;0;23;17;16;9;8;7
34547;Spermezeu;3526;23;14;13;0;0;0;5;0;1;29;20;19;20;0;-1
34618;Şanţ;3469;22;13;12;0;0;0;8;2;0;32;23;22;21;2;1
34645;Şieu;2845;20;12;11;0;0;0;5;1;0;26;18;17;15;3;2
34690;Şieu-Măgheruş;4762;27;16;15;0;0;0;5;0;0;32;21;20;19;2;1
34770;Şieu-Odorhei;2197;19;11;10;0;0;0;3;0;0;22;14;13;11;3;2
34850;Şieuţ;2433;20;12;11;0;0;0;8;0;0;28;20;19;15;5;4
34903;Şintereag;3426;23;14;13;0;0;0;5;1;0;29;20;19;18;2;1
34985;Teaca;5627;30;18;17;0;0;0;5;2;1;38;26;25;29;-3;-5
35054;Telciu;5794;31;19;17;0;0;0;8;2;0;41;29;27;26;3;1
35090;Tiha Bârgăului;6701;33;20;18;0;6;6;5;1;3;48;34;33;27;7;6
35152;Târlişua;3095;20;12;11;0;1;3;8;2;0;31;25;24;18;7;6
35269;Uriu;3696;22;13;12;0;0;0;5;2;2;31;22;21;18;4;3
35312;Urmeniş;1717;15;9;8;0;0;0;2;1;0;18;12;11;12;0;-1
35429;Zagra;3375;22;13;12;0;0;0;3;3;0;28;19;18;19;0;-1
179659;Negrileşti;2296;18;11;10;0;0;0;0;1;0;19;12;11;10;2;1
179686;Dumitriţa;3354;20;12;11;0;0;0;8;1;0;29;21;20;14;7;6
179720;Poiana Ilvei;1444;15;9;8;0;0;0;8;1;0;24;18;17;14;4;3
179944;Runcu Salvei;1286;14;8;8;0;0;0;5;1;0;20;14;14;10;4;4
179953;Ciceu-Mihăieşti;1194;14;8;8;0;0;0;0;1;5;20;14;14;10;4;4
74;CJ Botoşani;457997;455;273;250;30;0;0;10;0;9;504;322;299;385;-63;-86
35731;Botoşani;113328;600;360;330;28;113;94;10;0;0;751;492;462;642;-150;-180
35759;Curteşti;6458;35;21;19;0;0;0;5;0;0;40;26;24;26;0;-2
35839;Răchiţi;5278;30;18;17;3;0;0;8;1;1;43;31;30;28;3;2
35884;Stăuceni;3716;25;15;14;0;0;0;5;0;0;30;20;19;19;1;0
35946;Darabani;12661;101;61;56;6;13;11;10;0;0;130;87;82;95;-8;-13
36006;Dorohoi;28653;199;119;109;10;29;24;10;1;0;249;164;154;179;-15;-25
36060;Săveni;7798;68;41;37;8;8;6;8;2;0;94;65;62;72;-7;-10
36131;Albeşti;6763;39;23;21;0;0;0;5;0;0;44;28;26;25;3;1
36202;Avrămeni;3737;26;16;14;0;0;0;0;0;0;26;16;14;21;-5;-7
36300;Băluşeni;4723;30;18;17;0;0;0;8;0;6;44;32;31;24;8;7
36373;Brăeşti;2073;18;11;10;0;0;0;5;0;0;23;16;15;15;1;0
36426;Broscăuţi;3216;23;14;13;0;0;0;5;0;0;28;19;18;18;1;0
36453;Bucecea;5407;53;32;29;3;5;5;10;0;0;71;49;47;48;1;-1
36499;Călăraşi;3171;24;14;13;0;0;0;8;0;0;32;22;21;20;2;1
36532;Conceşti;1816;17;10;9;0;0;0;10;0;0;27;20;19;15;5;4
36569;Copălău;4296;29;17;16;0;0;0;8;0;0;37;25;24;26;-1;-2
36649;Cordăreni;1612;17;10;9;0;0;0;5;1;0;23;16;15;15;1;0
36676;Corlăteni;1870;21;13;12;0;3;2;5;0;0;29;19;18;18;1;0
36756;Corni;6451;38;23;21;0;0;0;5;1;0;44;29;27;30;-1;-3
36809;Coţuşca;6129;33;20;18;0;6;5;5;1;0;45;31;29;24;7;5
36907;Cristeşti;4853;30;18;17;0;0;0;8;0;0;38;26;25;22;4;3
36952;Cristineşti;3703;26;16;14;0;0;0;3;0;0;29;19;17;22;-3;-5
37011;Dersca;3019;22;13;12;0;0;0;5;0;0;27;18;17;18;0;-1
37057;Dângeni;3249;22;13;12;3;3;3;5;0;7;40;31;30;36;-5;-6
37100;Dobârceni;2332;22;13;12;0;0;0;3;0;0;25;16;15;16;0;-1
37173;Drăguşeni;4920;30;18;17;0;0;0;8;0;0;38;26;25;21;5;4
37217;Durneşti;3755;27;16;15;0;0;0;5;0;0;32;21;20;18;3;2
37280;Flămânzi;11379;95;57;52;4;0;0;10;0;11;120;82;77;74;8;3
37324;Frumuşica;5837;34;20;19;0;0;0;5;0;1;40;26;25;26;0;-1
37397;George Enescu;2993;23;14;13;0;0;0;5;0;0;28;19;18;12;7;6
37459;Gorbăneşti;3266;23;14;13;0;0;0;5;0;0;28;19;18;17;2;1
37547;Havârna;3974;30;18;17;0;0;0;5;0;0;35;23;22;27;-4;-6
37618;Hăneşti;4655;30;18;17;0;0;0;5;0;0;35;23;22;17;6;5
37672;Hilişeu-Horia;3382;24;14;13;0;0;0;8;1;0;33;23;22;22;1;0
37734;Hlipiceni;3315;24;14;13;0;0;0;3;0;0;27;17;16;17;0;-1
37770;Hudeşti;5883;35;21;19;0;0;0;5;0;0;40;26;24;30;-4;-6
37823;Ibăneşti;3653;27;16;15;0;0;0;5;0;0;32;21;20;24;-3;-4
37850;Leorda;2618;22;13;12;0;3;2;3;0;0;28;18;17;18;0;-1
37912;Lunca;3767;29;17;16;0;0;0;5;0;0;34;22;21;21;1;0
37958;Manoleasa;3737;25;15;14;0;0;0;8;0;0;33;23;22;18;5;4
38063;Mihai Eminescu;8935;43;26;24;0;0;0;5;0;0;48;31;29;36;-5;-7
38161;Mihăileni;2519;22;13;12;0;0;0;5;0;12;39;30;29;38;-8;-9
38241;Mihălăşeni;3724;24;14;13;0;0;0;5;0;0;29;19;18;18;1;0
38321;Mileanca;2453;22;13;12;0;0;0;3;0;0;25;16;15;17;-1;-2
38376;Mitoc;1688;17;10;9;0;0;0;3;0;1;21;14;13;17;-3;-4
38456;Nicşeni;2614;22;13;12;0;0;0;5;0;0;27;18;17;16;2;1
38492;Păltiniş;5836;32;19;18;0;6;5;5;0;8;51;37;35;42;-5;-7
38544;Pomârla;2549;22;13;12;0;0;0;5;1;0;28;19;18;23;-4;-5
38580;Prăjeni;3275;23;14;13;0;0;0;5;1;0;29;20;19;22;-2;-3
38633;Rădăuţi-Prut;3174;24;14;13;0;0;0;5;0;0;29;19;18;17;2;1
38679;Răuşeni;2418;22;13;12;0;0;0;5;0;0;27;18;17;17;1;0
38731;Ripiceni;5322;30;18;17;0;0;0;0;0;0;30;18;17;19;-1;-3
38811;Roma;3876;26;16;14;0;0;0;5;0;0;31;21;19;15;6;4
38848;Româneşti;1895;18;11;10;0;0;0;5;0;0;23;16;15;13;3;2
38893;Santa Mare;2591;22;13;12;0;0;0;0;0;0;22;13;12;19;-6;-7
38982;Suharău;4229;30;18;17;0;0;0;5;0;0;35;23;22;22;1;-1
39051;Suliţa;2869;22;13;12;0;3;2;5;0;7;37;28;26;34;-6;-8
39122;Şendriceni;4152;30;18;17;0;0;0;5;0;0;35;23;22;24;-1;-3
39168;Ştefăneşti;6068;54;32;30;3;6;5;8;0;13;84;61;59;56;5;3
39220;Ştiubieni;2686;22;13;12;0;0;0;0;1;0;23;14;13;17;-3;-4
39266;Todireni;3502;24;14;13;0;0;0;5;1;0;30;20;19;19;1;0
39328;Truşeşti;5268;32;19;18;5;0;0;5;0;0;42;29;28;31;-2;-3
39391;Tudora;4876;30;18;17;0;0;0;5;0;0;35;23;22;19;4;3
39417;Ungureni;6327;39;23;21;0;0;0;8;1;0;48;32;30;31;1;-1
39532;Unţeni;2554;22;13;12;0;0;0;0;0;0;22;13;12;15;-2;-3
39612;Văculeşti;1951;19;11;10;0;0;0;5;1;3;28;20;19;19;1;0
39658;Viişoara;1666;17;10;9;0;3;1;5;0;0;25;17;16;18;-1;-2
39694;Vârfu Câmpului;12124;52;31;29;3;0;0;5;0;1;61;40;38;37;3;1
39738;Vlădeni;4894;30;18;17;0;0;0;5;1;0;36;24;23;25;-1;-3
39792;Vlăsineşti;3918;26;16;14;0;4;3;5;0;0;35;24;23;21;3;2
39836;Vorniceni;4648;30;18;17;0;0;0;5;0;0;35;23;22;21;2;1
39872;Vorona;7439;43;26;24;0;0;0;5;0;5;53;36;34;39;-3;-5
39942;Lozna;1953;19;11;10;0;0;0;5;0;0;24;16;15;16;0;-1
39959;Dimăcheni;1314;16;10;9;0;0;0;3;0;0;19;13;12;12;1;0
39967;Cândeşti;2257;19;11;10;0;0;0;10;0;0;29;21;20;14;7;6
39975;Coşula;3167;22;13;12;0;0;0;0;0;9;31;22;21;32;-10;-11
39983;Blândeşti;1847;19;11;10;0;0;0;0;0;0;19;11;10;13;-2;-3
40035;Adăşeni;1973;17;10;9;0;0;0;5;0;0;22;15;14;11;4;3
92;CJ Brăila;321605;342;205;188;21;64;51;10;0;13;450;300;283;332;-32;-49
42682;Brăila;186322;629;377;346;35;186;155;10;0;2;862;580;548;405;175;143
42708;Chiscani;6591;32;19;18;0;7;5;0;0;0;39;25;23;39;-14;-16
42753;Făurei;3596;37;22;20;4;4;3;3;0;0;48;32;30;52;-20;-22
42771;Surdila-Greci;1322;14;8;8;0;3;1;3;0;0;20;13;12;15;-2;-3
42824;Bărăganul;2846;20;12;11;0;3;2;0;1;0;24;15;14;16;-1;-2
42842;Berteştii De Jos;2943;20;12;11;0;3;2;3;1;0;27;18;17;15;3;2
42913;Bordei Verde;2363;20;12;11;0;3;2;5;1;0;29;20;19;18;2;1
42968;Ciocile;2199;19;11;10;0;3;2;0;1;0;23;14;13;17;-3;-4
43019;Cireşu;2628;20;12;11;0;3;2;0;1;0;24;15;14;18;-3;-4
43073;Dudeşti;3374;21;13;12;0;3;3;0;1;1;26;17;16;14;3;2
43117;Frecăţei;1280;14;8;8;0;3;1;3;1;7;28;20;20;17;3;3
43180;Galbenu;2956;20;12;11;0;3;2;0;3;0;26;17;16;22;-5;-6
43242;Gemenele;1667;15;9;8;0;3;1;0;0;0;18;10;10;13;-3;-3
43279;Grădiştea;2005;16;10;9;0;3;2;5;2;0;26;18;17;20;-2;-3
43313;Gropeni;3235;20;12;11;0;3;3;0;0;0;23;15;14;15;0;-1
43331;Ianca;10264;74;44;41;5;10;9;3;0;0;92;61;57;56;5;1
43411;Însurăţei;6619;53;32;29;5;7;6;8;1;0;74;51;49;54;-3;-5
43466;Jirlău;2915;20;12;11;0;3;2;5;0;4;32;23;22;22;1;0
43493;Măraşu;2429;20;12;11;0;3;2;0;1;0;24;15;14;17;-2;-3
43563;Măxineni;3129;20;12;11;0;3;3;5;2;7;37;29;28;24;5;4
43625;Mircea Vodă;2998;20;12;11;0;3;2;3;1;0;27;18;17;19;-1;-2
43652;Movila Miresii;3980;25;15;14;0;3;3;5;1;0;34;24;23;25;-1;-2
43698;Racoviţa;935;12;7;7;0;3;1;0;1;0;16;9;8;14;-5;-6
43732;Râmnicelu;1883;15;9;8;0;3;2;0;1;0;19;12;11;14;-2;-3
43787;Romanu;1725;15;9;8;0;3;1;0;1;0;19;11;11;12;-1;-1
43812;Roşiori;2401;20;12;11;0;3;2;5;1;0;29;20;19;13;7;6
43867;Salcia Tudor;2251;19;11;10;0;3;2;0;2;0;24;15;14;17;-2;-3
43929;Scorţaru Nou;1220;14;8;8;0;3;1;0;2;0;19;11;11;14;-3;-3
43992;Siliştea;1854;15;9;8;0;3;2;3;2;0;23;16;15;16;0;-1
44060;Stăncuţa;3156;20;12;11;0;3;3;0;2;9;34;26;25;24;2;1
44113;Surdila-Găiseanca;2271;18;11;10;0;3;2;5;0;0;26;18;17;19;-1;-2
44140;Şuţeşti;4295;26;16;14;0;4;4;0;0;1;31;20;19;23;-3;-4
44177;Tichileşti;3500;22;13;12;0;4;3;3;0;0;29;19;18;19;0;-1
44202;Traian;3160;20;12;11;0;3;3;0;1;0;24;16;15;19;-3;-4
44257;Tudor Vladimirescu;1977;16;10;9;0;3;2;3;0;0;22;14;13;12;2;1
44300;Tufeşti;4766;27;16;15;0;5;4;0;0;2;34;22;21;34;-12;-13
44328;Ulmu;3249;22;13;12;0;3;3;0;2;0;27;18;17;15;3;2
44355;Unirea;2328;19;11;10;0;3;2;5;0;5;32;23;22;21;2;1
44391;Vădeni;3933;24;14;13;0;4;3;0;1;2;31;21;19;28;-7;-9
44435;Victoria;3482;22;13;12;0;3;3;5;1;0;31;22;21;19;3;2
44462;Vişani;2224;18;11;10;0;3;2;3;1;0;25;17;16;21;-4;-5
44505;Viziru;6258;31;19;17;0;6;5;0;1;0;38;25;23;28;-3;-5
44532;Zăvoaia;2960;20;12;11;0;3;2;3;1;0;27;18;17;21;-3;-4
44560;Cazasu;4116;24;14;13;0;4;3;3;0;0;31;21;20;19;2;1
83;CJ Braşov;641572;602;361;331;43;128;102;10;0;0;783;517;487;639;-122;-153
40198;Braşov;283848;747;448;411;50;292;237;10;2;43;1144;790;752;889;-99;-137
40214;Ghimbav;8444;70;42;39;3;8;7;0;0;2;83;54;51;54;0;-3
40241;Codlea;25319;171;103;94;8;26;21;10;1;0;216;143;134;123;20;11
40278;Făgăraş;36279;254;152;140;11;41;30;10;1;0;317;205;192;224;-19;-32
40303;Predeal;4555;53;32;29;3;5;4;8;2;2;73;51;48;38;13;10
40367;Râşnov;18593;133;80;73;3;18;15;8;0;0;162;106;100;68;38;32
40394;Rupea;5817;53;32;29;6;0;0;10;0;5;74;53;50;38;15;12
40438;Săcele;36897;233;140;128;9;37;31;5;1;15;300;201;189;142;59;47
40465;Victoria;7993;74;44;41;3;0;0;10;1;0;88;58;55;56;2;-1
40492;Zărneşti;25741;151;91;83;4;27;21;10;1;0;193;127;120;94,5;33;25
40526;Apaţa;3774;25;15;14;0;4;3;5;0;0;34;23;22;23;0;-1
40544;Beclean;1906;17;10;9;0;0;0;5;1;0;23;16;15;13;3;2
40606;Bod;5709;31;19;17;3;0;0;8;0;0;42;30;28;27;3;1
40633;Bran;5243;31;19;17;3;5;4;0;0;0;39;26;24;29;-3;-5
40688;Budila;5358;30;18;17;0;5;4;5;0;0;40;27;26;29;-2;-3
40704;Buneşti;2964;22;13;12;0;0;0;8;0;0;30;21;20;15;6;5
40768;Caţa;2687;22;13;12;0;0;0;5;0;2;29;20;19;13;7;6
40820;Cincu;1955;17;10;9;0;0;0;3;0;7;27;20;19;20;0;-1
40857;Comana;3188;22;13;12;0;0;0;0;0;2;24;15;14;17;-2;-3
40900;Cristian;7264;40;24;22;3;7;6;10;1;0;61;44;42;42;2;0
40928;Dumbrăviţa;5236;30;18;17;0;5;4;0;0;0;35;22;21;15;7;6
40955;Feldioara;7635;42;25;23;3;0;0;5;1;2;53;36;34;32;4;2
40991;Fundata;681;10;6;6;0;3;1;0;0;1;14;8;7;9;-1;-2
41033;Hălchiu;5178;30;18;17;0;5;4;0;1;4;40;27;26;24;3;2
41088;Hărman;7730;42;25;23;0;7;6;10;0;0;59;42;40;35;7;5
41113;Hârseni;2362;20;12;11;0;0;0;3;1;0;24;16;15;17;-1;-2
41177;Hoghiz;5230;30;18;17;0;5;4;0;1;0;36;23;22;35;-12;-13
41248;Homorod;2690;22;13;12;0;0;0;3;0;4;29;20;19;19;1;0
41284;Jibert;2788;22;13;12;0;3;2;0;2;6;33;24;22;22;2;0
41346;Lisa;1848;17;10;9;0;0;0;0;0;0;17;10;9;13;-3;-4
41382;Măieruş;3505;23;14;13;0;3;3;5;0;0;31;22;21;21;1;0
41417;Mândra;3130;22;13;12;0;0;0;5;0;0;27;18;17;18;0;-1
41471;Moieciu;4594;30;18;17;0;0;0;0;0;0;30;18;17;20;-2;-4
41541;Ormeniş;2118;19;11;10;0;0;0;3;0;0;22;14;13;17;-3;-4
41578;Părău;2201;20;12;11;3;0;0;3;0;0;26;18;17;17;1;0
